id,status,category,question,source,source_url,last_verified,review_note
legacy_107_can_i_put_up_posters_or_stick_things_on_my_hostel_room,active,hostel,Can I put up posters or stick things on my hostel room walls?,"Rules and Regulations for Inmates of Students’ Home (SASTRA official, effective 01 Jul 2026)",https://www.sastra.edu/downloads/news/2026/june/Hostel_Rules_Regulations_2026-27.pdf,2026-07-28,Verified against the official 2026-27 hostel rules.
legacy_108_who_is_responsible_for_the_safety_of_my_belongings_in_,active,hostel,Who is responsible for the safety of my belongings in the hostel?,"Rules and Regulations for Inmates of Students’ Home (SASTRA official, effective 01 Jul 2026)",https://www.sastra.edu/downloads/news/2026/june/Hostel_Rules_Regulations_2026-27.pdf,2026-07-28,Verified against the official 2026-27 hostel rules.
legacy_109_whom_should_i_contact_about_hostel_matters_at_sastra,active,hostel,Whom should I contact about hostel matters at SASTRA?,"Rules and Regulations for Inmates of Students’ Home (SASTRA official, effective 01 Jul 2026)",https://www.sastra.edu/downloads/news/2026/june/Hostel_Rules_Regulations_2026-27.pdf,2026-07-28,Verified against the official 2026-27 hostel rules.
legacy_110_what_contact_details_do_i_need_to_submit_to_the_hostel,active,hostel,What contact details do I need to submit to the hostel office?,"Rules and Regulations for Inmates of Students’ Home (SASTRA official, effective 01 Jul 2026)",https://www.sastra.edu/downloads/news/2026/june/Hostel_Rules_Regulations_2026-27.pdf,2026-07-28,Verified against the official 2026-27 hostel rules.
legacy_111_temple_kovil_in_sastra,needs_review,general,"Temple , Kovil in SASTRA",,,,Add an official primary source and verify this answer before activation.
legacy_112_daksh_fest_technical_events_technical_cultural_fest_in,needs_review,general,"Daksh fest , Technical events , Technical Cultural Fest in SASTRA",,,,Add an official primary source and verify this answer before activation.
legacy_113_kuruksastra_fest_in_sastra_enjoying_fests_in_sastra,needs_review,general,"Kuruksastra fest in SASTRA , Enjoying Fests in SASTRA",,,,Add an official primary source and verify this answer before activation.
legacy_114_address_location_and_where_is_the_thanjavur_main_campu,needs_review,campus,"Address, location, and where is the Thanjavur / Main Campus?",,,,Add an official primary source and verify this answer before activation.
legacy_115_address_location_and_where_is_the_kumbakonam_campus_sr,needs_review,campus,"Address, location, and where is the Kumbakonam Campus / SRC / Srinivasa Ramanujan Centre?",,,,Add an official primary source and verify this answer before activation.
legacy_116_address_location_and_where_is_the_chennai_campus,needs_review,campus,"Address, location, and where is the Chennai Campus?",,,,Add an official primary source and verify this answer before activation.
legacy_117_what_is_the_hostel_timings_for_girls,needs_review,hostel,What is the hostel timings for girls ?,,,,Add an official primary source and verify this answer before activation.
legacy_118_what_is_the_hostel_timings_for_boys,needs_review,hostel,What is the hostel timings for boys ?,,,,Add an official primary source and verify this answer before activation.
legacy_119_what_is_the_hostel_timings,needs_review,hostel,What is the hostel timings ?,,,,Add an official primary source and verify this answer before activation.
legacy_120_sastra_land_issue,needs_review,general,sastra land issue,,,,Add an official primary source and verify this answer before activation.
legacy_121_does_sastra_have_any_other_off_campus_centre,needs_review,campus,DOES SASTRA HAVE ANY OTHER OFF-CAMPUS CENTRE?,,,,Add an official primary source and verify this answer before activation.
legacy_122_is_hostel_facility_available_hostel_eligiblity,needs_review,hostel,IS HOSTEL FACILITY AVAILABLE / Hostel Eligiblity?,,,,Add an official primary source and verify this answer before activation.
legacy_123_what_about_transportation_facility,needs_review,transport,WHAT ABOUT TRANSPORTATION FACILITY?,,,,Add an official primary source and verify this answer before activation.
legacy_124_send_me_contact_details,needs_review,general,Send me contact details,,,,Add an official primary source and verify this answer before activation.
legacy_125_what_is_the_nirf_rank_of_sastra,needs_review,general,What is the NIRF Rank of SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_126_what_is_the_naac_of_sastra,needs_review,general,What is the NAAC of SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_127_where_can_i_register_wifi_for_my_laptop,needs_review,campus,Where can I Register Wifi for my laptop?,,,,Add an official primary source and verify this answer before activation.
legacy_128_what_is_the_requirement_to_be_a_hosteller_what_is_the_,needs_review,hostel,What is the requirement to be a hosteller? What is the hostel eligibility? Who can get hostel access?,,,,Add an official primary source and verify this answer before activation.
legacy_129_how_to_download_bonafide_certificate,needs_review,admissions,How to download bonafide certificate?,,,,Add an official primary source and verify this answer before activation.
legacy_130_what_is_the_semester_abroad_program,needs_review,academics,What is the semester abroad program?,,,,Add an official primary source and verify this answer before activation.
legacy_131_how_to_approach_companies_for_internship_during_second,needs_review,general,How to approach companies for Internship during Second year?,,,,Add an official primary source and verify this answer before activation.
legacy_132_can_ug_students_conduct_research_in_campus,needs_review,campus,Can UG students conduct research in campus?,,,,Add an official primary source and verify this answer before activation.
legacy_133_do_sastra_provide_any_scholarship,needs_review,finance,Do sastra provide any scholarship?,,,,Add an official primary source and verify this answer before activation.
legacy_134_what_things_are_allowed_into_the_library,needs_review,campus,What things are allowed into the library?,,,,Add an official primary source and verify this answer before activation.
legacy_135_how_to_see_my_attendance,needs_review,academics,How to see my attendance?,,,,Add an official primary source and verify this answer before activation.
legacy_136_how_to_get_a_cub_account,needs_review,finance,How to get a CUB account?,,,,Add an official primary source and verify this answer before activation.
legacy_137_is_wifi_facility_available_in_vinaya_block,needs_review,campus,Is WIFI facility available in Vinaya Block?,,,,Add an official primary source and verify this answer before activation.
legacy_138_is_there_any_club_to_learn_coding_if_yes_how_to_join,needs_review,campus,"Is there any club to learn coding, if yes how to join?",,,,Add an official primary source and verify this answer before activation.
legacy_139_how_can_i_change_my_contact_info_in_swi,needs_review,general,How can I change my contact info in SWI?,,,,Add an official primary source and verify this answer before activation.
legacy_140_where_do_i_find_reference_books,needs_review,general,Where do I find reference books?,,,,Add an official primary source and verify this answer before activation.
legacy_141_in_which_semester_will_the_placements_take_place,needs_review,academics,In which semester will the placements take place?,,,,Add an official primary source and verify this answer before activation.
legacy_142_who_are_the_faculty_mentors_and_when_can_we_meet_them,needs_review,academics,Who are the faculty mentors and when can we meet them?,,,,Add an official primary source and verify this answer before activation.
legacy_143_is_an_iron_box_allowed_in_the_hostel,needs_review,hostel,Is an iron box allowed in the hostel?,,,,Add an official primary source and verify this answer before activation.
legacy_144_where_can_i_view_the_academic_calendar,needs_review,general,Where can I view the academic calendar?,,,,Add an official primary source and verify this answer before activation.
legacy_145_where_can_we_meet_our_faculty_for_doubt_clearance_and_,needs_review,academics,Where can we meet our faculty for doubt clearance and other stuff?,,,,Add an official primary source and verify this answer before activation.
legacy_146_how_to_avail_sports_facilities_on_campus,needs_review,campus,How to avail sports facilities on campus?,,,,Add an official primary source and verify this answer before activation.
legacy_147_if_we_have_arrear_on_what_basis_will_we_be_able_to_cle,needs_review,general,If we have arrear on what basis will we be able to clear it?,,,,Add an official primary source and verify this answer before activation.
legacy_148_does_ragging_take_place_inside_the_campus,needs_review,campus,Does ragging take place inside the campus?,,,,Add an official primary source and verify this answer before activation.
legacy_149_whether_ragging_is_there_in_sastra,superseded,general,Whether ragging is there in SASTRA?,,,,Exact duplicate answer merged into legacy_148_does_ragging_take_place_inside_the_campus.
legacy_150_how_are_fee_payments_done,needs_review,finance,How are fee payments done?,,,,Add an official primary source and verify this answer before activation.
legacy_151_is_it_mandatory_to_have_a_city_union_bank_cub_account,needs_review,finance,Is it mandatory to have a City Union Bank (CUB) account?,,,,Add an official primary source and verify this answer before activation.
legacy_152_where_can_we_get_passport_size_photos_near_sastra,needs_review,general,Where can we get passport size photos near Sastra?,,,,Add an official primary source and verify this answer before activation.
legacy_153_what_is_the_procedure_to_get_outing_permission_for_gir,needs_review,hostel,What is the procedure to get outing permission for girls?,,,,Add an official primary source and verify this answer before activation.
legacy_154_are_day_scholars_allowed_inside_the_campus_on_holidays,needs_review,campus,Are day scholars allowed inside the campus on holidays?,,,,Add an official primary source and verify this answer before activation.
legacy_155_is_there_any_dress_code_in_the_campus,needs_review,campus,Is there any dress code in the campus?,,,,Add an official primary source and verify this answer before activation.
legacy_156_what_if_we_have_our_attendance_below_80_at_the_end_of_,superseded,academics,What if we have our attendance below 80% at the end of the semester?,,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_157_what_is_the_procedure_by_which_our_college_calculates_,needs_review,academics,What is the procedure by which our college calculates attendance?,,,,Add an official primary source and verify this answer before activation.
legacy_158_where_can_i_buy_stationery_on_the_sastra_campus,needs_review,campus,Where can I buy stationery on the SASTRA campus?,,,,Add an official primary source and verify this answer before activation.
legacy_159_is_there_a_shop_near_tifac_core_for_stationery,needs_review,general,Is there a shop near TIFAC Core for stationery?,,,,Add an official primary source and verify this answer before activation.
legacy_160_any_place_to_avail_courier_services,needs_review,general,Any place to avail courier services?,,,,Add an official primary source and verify this answer before activation.
legacy_161_how_much_fine_will_be_imposed_if_i_fail_to_return_my_l,needs_review,campus,How much fine will be imposed if I fail to return my library book?,,,,Add an official primary source and verify this answer before activation.
legacy_162_are_dayscholars_allowed_to_park_their_vehicles_inside_,needs_review,transport,Are dayscholars allowed to park their vehicles inside the campus?,,,,Add an official primary source and verify this answer before activation.
legacy_163_opening_and_closing_time_of_library,needs_review,campus,Opening and closing time of library?,,,,Add an official primary source and verify this answer before activation.
legacy_164_are_there_any_places_to_study,needs_review,general,Are there any places to study?,,,,Add an official primary source and verify this answer before activation.
legacy_165_are_cycles_available_to_navigate_within_the_campus_is_,needs_review,campus,Are cycles available to navigate within the campus? Is it necessary?,,,,Add an official primary source and verify this answer before activation.
legacy_166_where_should_one_go_to_ask_for_permission_of_leave,needs_review,general,Where should one go to ask for permission of leave?,,,,Add an official primary source and verify this answer before activation.
legacy_167_where_is_the_hospital_located,needs_review,health,Where is the hospital located?,,,,Add an official primary source and verify this answer before activation.
legacy_168_are_there_any_restrictions_on_the_number_of_clubs_i_ca,needs_review,campus,Are there any restrictions on the number of clubs I can be a part of?,,,,Add an official primary source and verify this answer before activation.
legacy_169_how_can_i_contact_the_clubs_that_i_want_to_join,needs_review,campus,How can I contact the clubs that I want to join?,,,,Add an official primary source and verify this answer before activation.
legacy_170_where_can_i_buy_essentials_from,needs_review,general,Where can I buy essentials from?,,,,Add an official primary source and verify this answer before activation.
legacy_171_are_there_any_pre_requisites_to_join_a_technical_club,needs_review,campus,Are there any pre requisites to join a technical club?,,,,Add an official primary source and verify this answer before activation.
legacy_172_will_my_academics_get_affected_if_i_join_a_club,needs_review,campus,"Will my academics get affected, if I join a club?",,,,Add an official primary source and verify this answer before activation.
legacy_173_is_it_necessary_to_join_a_club,needs_review,campus,Is it necessary to join a club?,,,,Add an official primary source and verify this answer before activation.
legacy_174_what_are_the_clubs_available_for_volunteering_work,needs_review,campus,What are the clubs available for volunteering work?,,,,Add an official primary source and verify this answer before activation.
legacy_175_are_day_scholars_allowed_to_enter_the_hostel,needs_review,hostel,Are day scholars allowed to enter the hostel?,,,,Add an official primary source and verify this answer before activation.
legacy_176_what_is_the_process_of_getting_into_a_club,needs_review,campus,What is the process of getting into a club?,,,,Add an official primary source and verify this answer before activation.
legacy_177_what_are_the_perks_of_joining_a_club,needs_review,admissions,What are the perks of joining a club?,,,,Add an official primary source and verify this answer before activation.
legacy_178_how_often_can_we_leave_to_our_hometown,superseded,general,How often can we leave to our hometown?,,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_179_are_there_sports_facilities_within_the_hostels,needs_review,hostel,Are there sports facilities within the hostels?,,,,Add an official primary source and verify this answer before activation.
legacy_180_would_i_need_permission_to_go_on_outings_and_how_often,superseded,hostel,"Would I need permission to go on outings, and how often can I go in a month?",,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_181_whether_atms_are_available_in_campus,needs_review,campus,Whether ATMs are available in campus?,,,,Add an official primary source and verify this answer before activation.
legacy_182_whether_atms_are_available_in_hostel,needs_review,hostel,Whether ATMs are available in hostel?,,,,Add an official primary source and verify this answer before activation.
legacy_183_what_is_the_outing_rules_for_boys,superseded,hostel,What is the outing rules for boys?,,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_184_will_there_be_any_store_available_inside_hostel,needs_review,hostel,Will there be any store available inside hostel?,,,,Add an official primary source and verify this answer before activation.
legacy_185_where_is_the_research_building_and_what_is_its_name,needs_review,general,Where is the research building and what is its name?,,,,Add an official primary source and verify this answer before activation.
legacy_186_will_the_classes_be_conducted_during_the_fest,needs_review,academics,Will the classes be conducted during the fest?,,,,Add an official primary source and verify this answer before activation.
legacy_187_where_is_temple_in_sastra,needs_review,general,Where is temple in SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_188_do_i_need_to_be_in_a_club_to_participate_in_an_event,needs_review,campus,Do I need to be in a club to participate in an event?,,,,Add an official primary source and verify this answer before activation.
legacy_189_till_what_time_can_the_day_scholars_stay_for_the_event,needs_review,general,Till what time can the day scholars stay for the event?,,,,Add an official primary source and verify this answer before activation.
legacy_190_who_organizes_all_these_events,needs_review,general,Who organizes all these events?,,,,Add an official primary source and verify this answer before activation.
legacy_191_are_induction_rods_and_kettles_allowed_in_the_hostel,superseded,hostel,Are induction rods and kettles allowed in the hostel?,,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_192_how_are_the_rooms_maintained,needs_review,hostel,How are the rooms maintained?,,,,Add an official primary source and verify this answer before activation.
legacy_193_hostel_curfew_timings_for_girls_and_boys,superseded,hostel,Hostel curfew timings for girls and boys.,,,,Known legacy claim superseded by the 2026-27 source material; retain only for audit.
legacy_194_which_one_do_i_need_to_focus_on_more_cgpa_or_skillset,needs_review,general,Which one do I need to focus on more - CGPA or skillset?,,,,Add an official primary source and verify this answer before activation.
legacy_195_is_it_possible_to_select_my_roommates,needs_review,hostel,Is it possible to select my roommates?,,,,Add an official primary source and verify this answer before activation.
legacy_196_where_do_we_get_information_regarding_the_events_and_h,needs_review,general,Where do we get information regarding the events and how do we sign up for them?,,,,Add an official primary source and verify this answer before activation.
legacy_197_what_are_cia_exams,needs_review,academics,What are CIA exams?,,,,Add an official primary source and verify this answer before activation.
legacy_198_is_there_internal_exams_in_sastra,superseded,academics,Is there internal exams in SASTRA?,,,,Exact duplicate answer merged into legacy_197_what_are_cia_exams.
legacy_199_how_is_the_end_semester_mark_calculated,needs_review,academics,How is the end semester mark calculated?,,,,Add an official primary source and verify this answer before activation.
legacy_200_what_are_the_other_courses_offered_apart_from_core_sub,needs_review,academics,What are the other courses offered apart from core subjects?,,,,Add an official primary source and verify this answer before activation.
legacy_201_will_i_be_grouped_on_basis_of_department_from_1st_seme,needs_review,academics,Will I be grouped on basis of department from 1st semester?,,,,Add an official primary source and verify this answer before activation.
legacy_202_whether_from_the_first_semester_i_will_start_from_my_c,superseded,academics,Whether from the first semester I will start from my core course ?,,,,Exact duplicate answer merged into legacy_201_will_i_be_grouped_on_basis_of_department_from_1st_seme.
legacy_203_how_the_classes_starts_for_the_first_semester,needs_review,academics,How the classes starts for the first semester ?,,,,Add an official primary source and verify this answer before activation.
legacy_204_am_i_allowed_to_visit_other_department_blocks,needs_review,general,Am I allowed to visit other department blocks?,,,,Add an official primary source and verify this answer before activation.
legacy_205_does_college_provide_any_subject_books_for_all_semeste,needs_review,academics,Does college provide any subject books for all semesters?,,,,Add an official primary source and verify this answer before activation.
legacy_206_what_is_cbcs,needs_review,general,What is CBCS?,,,,Add an official primary source and verify this answer before activation.
legacy_207_is_attending_all_the_classes_mandatory,needs_review,academics,Is attending all the classes mandatory?,,,,Add an official primary source and verify this answer before activation.
legacy_208_which_is_the_best_place_to_hangout_with_friends_along_,needs_review,campus,Which is the best place to hangout with friends along with good food in campus?,,,,Add an official primary source and verify this answer before activation.
legacy_209_are_there_maps_to_traverse_inside_the_college_and_any_,needs_review,general,Are there maps to traverse inside the college and any building layouts?,,,,Add an official primary source and verify this answer before activation.
legacy_210_can_we_bring_laptop_to_classes,needs_review,academics,Can we bring laptop to classes?,,,,Add an official primary source and verify this answer before activation.
legacy_211_what_is_mess_fees,needs_review,hostel,What is mess fees ?,,,,Add an official primary source and verify this answer before activation.
legacy_212_can_a_dayscholar_student_request_for_hostel_accommodat,needs_review,hostel,Can a dayscholar student request for hostel accommodation with valid reasons?,,,,Add an official primary source and verify this answer before activation.
legacy_213_what_is_the_cgpa_eligibility_for_sliding_after_1st_yea,needs_review,general,What is the CGPA eligibility for sliding after 1st year?,,,,Add an official primary source and verify this answer before activation.
legacy_214_what_are_the_events_that_are_conducted_in_sastra,needs_review,general,What are the events that are conducted in SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_215_will_they_serve_non_vegetarian,needs_review,general,Will they serve non-vegetarian?,,,,Add an official primary source and verify this answer before activation.
legacy_216_what_is_the_hostel_lodging_fee_for_an_ac_room_at_sastr,needs_review,hostel,What is the hostel lodging fee for an AC room at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_217_who_are_the_chancellor_vice_chancellor_and_registrar_o,needs_review,general,"Who are the Chancellor, Vice-Chancellor, and Registrar of SASTRA?",,,,Add an official primary source and verify this answer before activation.
legacy_218_who_are_the_top_recruiters_that_visit_sastra_for_campu,needs_review,campus,Who are the top recruiters that visit SASTRA for campus placements?,,,,Add an official primary source and verify this answer before activation.
legacy_219_how_does_the_grading_system_work_at_sastra,needs_review,general,How does the grading system work at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_220_what_happens_if_a_student_gets_an_f_grade,needs_review,academics,What happens if a student gets an F grade?,,,,Add an official primary source and verify this answer before activation.
legacy_221_what_is_the_dean_s_merit_list,needs_review,general,What is the Dean's Merit List?,,,,Add an official primary source and verify this answer before activation.
legacy_222_what_are_the_canteens_available_at_campus,needs_review,campus,What are the canteens available at campus?,,,,Add an official primary source and verify this answer before activation.
legacy_223_can_students_use_the_central_library_digitally,needs_review,campus,Can students use the Central Library digitally?,,,,Add an official primary source and verify this answer before activation.
legacy_224_what_medical_facilities_are_available_at_sastra,needs_review,health,What medical facilities are available at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_225_does_sastra_have_an_indoor_sports_stadium,needs_review,campus,Does SASTRA have an indoor sports stadium?,,,,Add an official primary source and verify this answer before activation.
legacy_226_what_outdoor_sports_facilities_are_available,needs_review,campus,What outdoor sports facilities are available?,,,,Add an official primary source and verify this answer before activation.
legacy_227_what_is_the_vision_of_sastra,needs_review,general,What is the Vision of SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_228_what_is_the_mission_of_sastra,needs_review,general,What is the Mission of SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_229_what_is_the_ks_upahaar_initiative,needs_review,general,What is the KS Upahaar initiative?,,,,Add an official primary source and verify this answer before activation.
legacy_230_what_is_knowledge_connect_at_sastra,needs_review,general,What is Knowledge Connect at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_231_what_is_the_semester_abroad_programme_sap,needs_review,academics,What is the Semester Abroad Programme SAP?,,,,Add an official primary source and verify this answer before activation.
legacy_232_what_is_the_accelerated_credit_registration_system_acr,needs_review,general,What is the Accelerated Credit Registration System ACRS?,,,,Add an official primary source and verify this answer before activation.
legacy_233_what_is_anukul_shikshan_at_sastra,needs_review,general,What is Anukul Shikshan at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_234_how_does_sastra_support_advanced_learners,needs_review,general,How does SASTRA support advanced learners?,,,,Add an official primary source and verify this answer before activation.
legacy_235_what_are_the_key_contact_emails_for_sastra,needs_review,general,What are the key contact emails for SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_236_where_can_i_find_the_campus_map_of_sastra,needs_review,campus,Where can I find the campus map of SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_237_whether_placements_are_common_on_all_the_three_campus,needs_review,campus,Whether placements are common on all the three campus?,,,,Add an official primary source and verify this answer before activation.
legacy_238_in_which_semester_are_placements_conducted,needs_review,academics,In which semester are placements conducted?,,,,Add an official primary source and verify this answer before activation.
legacy_239_is_it_mandatory_to_have_a_cub_account,needs_review,finance,Is it mandatory to have a CUB account?,,,,Add an official primary source and verify this answer before activation.
legacy_240_where_is_the_registrar_office_at_sastra,needs_review,general,Where is the Registrar office at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_241_can_a_hosteller_shift_to_day_scholar,needs_review,hostel,Can a hosteller shift to day scholar?,,,,Add an official primary source and verify this answer before activation.
legacy_242_is_there_a_courier_service_at_sastra,needs_review,general,Is there a courier service at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_243_will_classes_be_held_during_fest_days,needs_review,academics,Will classes be held during fest days?,,,,Add an official primary source and verify this answer before activation.
legacy_244_where_can_i_buy_reference_books,needs_review,general,Where can I buy reference books?,,,,Add an official primary source and verify this answer before activation.
legacy_245_opening_and_closing_time_of_library,needs_review,campus,Opening and closing time of library,,,,Add an official primary source and verify this answer before activation.
legacy_246_how_to_join_a_club_at_sastra,needs_review,campus,How to join a club at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_247_how_to_meet_faculty_for_doubt_clearance,needs_review,academics,How to meet faculty for doubt clearance?,,,,Add an official primary source and verify this answer before activation.
legacy_248_how_to_avail_sports_facilities_at_sastra,needs_review,campus,How to avail sports facilities at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_249_are_there_sports_facilities_in_hostels_for_girls,needs_review,hostel,Are there sports facilities in hostels for girls ?,,,,Add an official primary source and verify this answer before activation.
legacy_250_what_places_are_there_to_study_on_campus,needs_review,campus,What places are there to study on campus?,,,,Add an official primary source and verify this answer before activation.
legacy_251_what_are_the_best_hangout_spots_at_sastra,needs_review,general,What are the best hangout spots at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_252_can_i_do_research_as_a_ug_student,needs_review,general,Can I do research as a UG student?,,,,Add an official primary source and verify this answer before activation.
legacy_253_how_to_approach_companies_for_internship,needs_review,general,How to approach companies for internship?,,,,Add an official primary source and verify this answer before activation.
legacy_254_does_sastra_provide_scholarships,needs_review,finance,Does SASTRA provide scholarships?,,,,Add an official primary source and verify this answer before activation.
legacy_255_what_things_are_allowed_in_the_library,needs_review,campus,What things are allowed in the library?,,,,Add an official primary source and verify this answer before activation.
legacy_256_how_to_change_contact_info_in_swi,needs_review,general,How to change contact info in SWI?,,,,Add an official primary source and verify this answer before activation.
legacy_257_is_wifi_available_in_vinaya_block,needs_review,campus,Is WiFi available in Vinaya Block?,,,,Add an official primary source and verify this answer before activation.
legacy_258_how_to_register_wifi_for_laptop_at_sastra,needs_review,campus,How to register WiFi for laptop at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_259_how_is_arrear_exam_conducted,needs_review,academics,How is arrear exam conducted?,,,,Add an official primary source and verify this answer before activation.
legacy_260_how_are_fee_payments_done_at_sastra,needs_review,finance,How are fee payments done at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_261_what_is_the_library_fine_for_late_return,needs_review,campus,What is the library fine for late return?,,,,Add an official primary source and verify this answer before activation.
legacy_262_how_to_get_leave_permission_at_sastra,needs_review,general,How to get leave permission at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_263_are_there_restrictions_on_number_of_clubs,needs_review,campus,Are there restrictions on number of clubs?,,,,Add an official primary source and verify this answer before activation.
legacy_264_can_i_change_my_hostel_room,needs_review,hostel,Can I change my hostel room?,,,,Add an official primary source and verify this answer before activation.
legacy_265_where_do_we_sign_up_for_events,superseded,general,Where do we sign up for events?,,,,Exact duplicate answer merged into legacy_196_where_do_we_get_information_regarding_the_events_and_h.
legacy_266_do_i_need_to_be_in_a_club_to_participate_in_events,needs_review,campus,Do I need to be in a club to participate in events?,,,,Add an official primary source and verify this answer before activation.
legacy_267_who_organizes_events_at_sastra,needs_review,general,Who organizes events at SASTRA?,,,,Add an official primary source and verify this answer before activation.
legacy_268_till_what_time_can_day_scholars_stay_for_events,needs_review,general,Till what time can day scholars stay for events?,,,,Add an official primary source and verify this answer before activation.
legacy_269_does_the_college_provide_books,needs_review,general,Does the college provide books?,,,,Add an official primary source and verify this answer before activation.
legacy_270_can_i_visit_other_department_blocks,needs_review,general,Can I visit other department blocks?,,,,Add an official primary source and verify this answer before activation.
legacy_271_can_a_dayscholar_request_hostel_accommodation,needs_review,hostel,Can a dayscholar request hostel accommodation?,,,,Add an official primary source and verify this answer before activation.
legacy_272_can_i_eat_chicken_in_hostel,superseded,hostel,can i eat chicken in hostel,,,,Exact duplicate answer merged into legacy_215_will_they_serve_non_vegetarian.
legacy_273_is_meat_allowed_in_campus,superseded,campus,is meat allowed in campus,,,,Exact duplicate answer merged into legacy_215_will_they_serve_non_vegetarian.
legacy_274_what_food_is_served_in_hostel,superseded,hostel,what food is served in hostel,,,,Exact duplicate answer merged into legacy_215_will_they_serve_non_vegetarian.
legacy_275_whether_non_veg_foods_are_available_in_canteens,superseded,campus,Whether non veg foods are available in canteens ?,,,,Exact duplicate answer merged into legacy_215_will_they_serve_non_vegetarian.
legacy_276_what_is_the_hostel_fees_structure_and_room_charges,needs_review,hostel,what is the hostel fees structure and room charges,,,,Add an official primary source and verify this answer before activation.
legacy_277_who_is_the_vice_chancellor_of_sastra,needs_review,general,who is the vice chancellor of sastra,,,,Add an official primary source and verify this answer before activation.
legacy_278_can_i_change_my_branch_after_first_year,needs_review,general,can i change my branch after first year,,,,Add an official primary source and verify this answer before activation.
legacy_279_what_canteens_are_available,needs_review,campus,what canteens are available,,,,Add an official primary source and verify this answer before activation.
legacy_280_what_is_the_description_of_the_thanjavur_campus_at_sas,needs_review,campus,What is the description of the Thanjavur Campus at SASTRA Deemed University?,,,,Add an official primary source and verify this answer before activation.
legacy_281_what_is_the_description_of_the_kumbakonam_campus_at_sa,needs_review,campus,What is the description of the Kumbakonam Campus at SASTRA Deemed University?,,,,Add an official primary source and verify this answer before activation.
legacy_282_what_is_the_description_of_the_chennai_campus_at_sastr,needs_review,campus,What is the description of the Chennai Campus at SASTRA Deemed University?,,,,Add an official primary source and verify this answer before activation.
legacy_283_how_many_campuses_are_there_in_sastra_are_there_campus,needs_review,campus,"How many campuses are there in SASTRA? Are there campuses in Trichy, Madurai, Coimbatore, Bangalore, Delhi, Hyderabad, or other cities? Where is the main campus?",,,,Add an official primary source and verify this answer before activation.
legacy_284_is_there_any_app_for_checking_results_tracking_attenda,needs_review,academics,"is there any app for checking results, tracking attendance, and also viewing further academic details?",,,,Add an official primary source and verify this answer before activation.
legacy_285_what_is_minor_specialization_in_the_b_tech_programmes,active,academics,WHAT IS MINOR SPECIALIZATION IN THE B.Tech. PROGRAMMES?,Admissions 2026 FAQ (SASTRA official),https://www.sastra.edu/home/admissions.html,2026-07-28,Verified against the official 2026 admissions FAQ.
legacy_286_what_are_the_career_track_pathway_courses_how_do_the_b,active,academics,What are the career track pathway courses? HOW DO THE B.TECH. PROGRAMMES PREPARE STUDENTS FOR CAREERS IN EMERGING & CONTEMPORARY TECHNOLOGIES?,Admissions 2026 FAQ (SASTRA official),https://www.sastra.edu/home/admissions.html,2026-07-28,Verified against the official 2026 admissions FAQ.
legacy_287_is_there_a_separate_course_fee_for_minor_specializatio,needs_review,academics,IS THERE A SEPARATE COURSE FEE FOR MINOR SPECIALIZATION?,,,,Add an official primary source and verify this answer before activation.
campus_hospital_services,active,health,What medical facilities are available at SASTRA?,SASTRA Hospital — Vaidyanatha Arogyasala (official),https://sastra.edu/infrastructure/amenities/hospital.html,2026-07-28,Official curated record
campus_sports_facilities,active,campus,What sports facilities are available at SASTRA?,SASTRA Sports Facilities (official),https://sastra.edu/infrastructure/amenities/sports.html,2026-07-28,Official curated record
academic_bank_of_credits_registration,active,academics,What is the Academic Bank of Credits ID?,Academic Bank of Credits (ABC) Registration — SASTRA official,https://www.sastra.edu/home/academic-bank-of-credits-abc-registration.html,2026-07-28,Official curated record
official_campus_map,active,campus,Where can I find the SASTRA campus map?,Campus Map — SASTRA official,https://www.sastra.edu/campus-map.html,2026-07-28,Official curated record
